ano_teste,codigo_unidade,nome_unidade,demanda_observada,prev_f1_cag_fem,prev_modelo,prev_persistencia,erro_abs_cag_fem
2025,10046,CP CRECHE COMUNITÁRIA DEUS É FIEL - CCDF,191,177.42460762349893,184.1959194090236,221.5583915606117,13.575392376501071
2025,10047,CP CENTRO CULTURAL MONTESSORI - SANTA CRUZ,194,200.15525294921065,207.78848362516177,250.0576037530556,6.155252949210649
2025,1005,CP CASA MATERNAL CORAÇÃO DE MÃE,48,32.43569330961425,33.70830538209262,38.61183587363358,15.564306690385749
2025,10051,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VI,244,214.09351535756994,222.25526535666228,267.52486283874697,29.90648464243006
2025,10052,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VII,493,416.8772200463337,432.7281359200449,521.2597842940534,76.12277995366628
2025,10053,CP CRECHE COMUNITÁRIA GÊNIO DO FUTURO,311,269.8843325342593,280.1615772749654,337.3938991815125,41.11566746574073
2025,10054,CP CRECHE COMUNITÁRIA AQUARELA DO SABER,51,84.55008992024112,87.79955681618333,104.80355451414827,33.55008992024112
2025,10055,CP ESPAÇO DE DESENVOLVIMENTO MÃE GAIA,140,59.83366240258313,62.14573285631344,73.54635404501634,80.16633759741687
2025,10056,CP CRECHE MUNDO DA BIBI,100,72.90428180639294,75.71208666111399,90.09428370514502,27.095718193607055
2025,10057,CP CENTRO CULTURAL MONTESSORI - PACIÊNCIA,358,259.6032490563473,269.4906536174052,324.5232872236346,98.3967509436527
2025,10058,CP CRECHE ESCOLA COMUNITÁRIA MALLETZINHO,261,156.90773425584456,162.90106383013628,195.81716764485603,104.09226574415544
2025,10059,CP CRECHE COMUNITÁRIA PLANETA BEBÊ,95,80.18039850683797,83.26414955019312,99.28757796077208,14.819601493162025
2025,1006,CP CRECHE DO TUIUTI,233,213.35981216722033,221.49374121848624,266.6055334131842,19.640187832779674
2025,10060,CP CRECHE COMUNITÁRIA JARDIM DO CONHECIMENTO,83,69.99648963001323,72.69401361592053,86.4169660028942,13.00351036998677
2025,10061,CP CRECHE COMUNITÁRIA ESTRELA DO AMANHÃ,113,128.36036663729075,133.27118760614758,159.96332004791054,15.360366637290753
2025,10062,CP CENTRO CULTURAL DE DESENVOLVIMENTO INFANTIL JOÃO BATISTA,79,83.8216166963473,87.04345722640339,103.88422508858558,4.821616696347306
2025,10063,CP CRECHE COMUNITÁRIA UNIVERSO INFANTIL,313,237.57779894282888,246.6300362171844,296.9434044567535,75.42220105717112
2025,10064,CP CRECHE COMUNITÁRIA CORAÇÃO DE MÃE,269,207.49061805511235,215.40199570438452,259.2508980086826,61.50938194488765
2025,10065,CP CRECHE MAGIA DA CRIANÇA II,94,123.97235935366392,128.71678575358726,154.44734349453432,29.97235935366392
2025,10066,CP CRECHE COMUNITÁRIA ARTE & CULTURA,219,154.7104357442195,160.62044514490344,193.0591793681679,64.2895642557805
2025,10067,CP CRECHE COMUNITÁRIA ARCA DE NOÉ,117,100.59316208613433,104.45102479229791,125.0288018765278,16.406837913865672
2025,10068,CP CRECHE COMUNITÁRIA TIA NEIDE - GUARATIBA,152,84.55008992024112,87.79955681618333,104.80355451414827,67.44991007975888
2025,10069,CP CRECHE E ESCOLA COMUNITÁRIA GENTE BAIXINHA II,411,338.9474497391861,351.84343349720695,423.8108651844067,72.05255026081392
2025,1007,CP EDUCANDÁRIO NOSSA SENHORA DE NAZARÉ,78,91.83867202833952,95.36454475954048,113.99684876977534,13.838672028339516
2025,10070,CP PEDACINHO DO CÉU,121,115.93098014375047,120.3704726696886,144.33471981334458,5.0690198562495254
2025,10071,CP CRECHE COMUNITÁRIA ARTE & CULTURA - UNIDADE I,251,135.67625862574747,140.8644987316074,169.1566143035376,115.32374137425253
2025,10072,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE X,219,173.02689807946766,179.63145313508195,216.04241500723552,45.97310192053234
2025,10073,CP NINHO CARIOCA,435,315.4309296868377,327.43521438607576,394.39232356640014,119.56907031316229
2025,10074,CP CRECHE MUNDO MÁGICO II,201,155.44284654935882,161.38062851810665,193.9785087937306,45.55715345064118
2025,10075,CP CRECHE COMUNITÁRIA PEDACINHO DE CÉU,153,154.7104357442195,160.62044514490344,193.0591793681679,1.7104357442194953
2025,10076,CP ESPAÇO DE DESENVOLVIMENTO MÃE GAIA - UNIDADE I,73,32.43569330961425,33.70830538209268,38.61183587363358,40.56430669038575
2025,10077,CP CRECHE COMUNITÁRIA CANTINHO DO SABER,40,46.0894239111481,47.880134618727766,56.07909495932496,6.089423911148103
2025,10078,CP CRECHE COMUNITÁRIA CRIANÇA FELIZ,72,56.21053009607304,58.38517425341227,68.94970691720282,15.789469903926957
2025,10079,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VIII,100,117.39271204084844,121.88763455336822,146.17337866447,17.392712040848437
2025,10080,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL XII (GUARATIBA),154,84.55008992024105,87.79955681618333,104.80355451414827,69.44991007975895
2025,10081,CP CENTRO EDUCACIONAL ESTRELA DO AMANHÃ,228,230.23781489829395,239.01173190699276,287.75011020112646,2.237814898293948
2025,10082,CP CRECHE ESCOLA BAIXINHOS SABIDOS,70,70.7232832085773,73.44837173913737,87.3362954284569,0.7232832085772998
2025,10083,CP CRECHE COMUNITÁRIA CRISTÃ CORDEIRINHO DE CRISTO,116,227.30210161758288,235.96470104428184,284.07279249887563,111.30210161758288
2025,10084,CP CRECHE COMUNITÁRIA AQUARELA DO SABER (GUARATIBA),284,200.88873078436032,208.5497739579808,250.9769331786183,83.11126921563968
2025,10085,CP CRECHE VIDA,50,72.90428180639289,75.71208666111399,90.09428370514502,22.904281806392888
2025,1009,CP CRECHE COMUNITÁRIA ANITA WAY,179,156.90773425584456,162.90106383013628,195.81716764485603,22.09226574415544
2025,1010,CP CENTRO CULTURAL MONTESSORI - SÃO CRISTÓVÃO,465,351.44260310484816,364.8123773793261,439.4394654189727,113.55739689515184
2025,101601,CM LADEIRA DOS FUNCIONÁRIOS,122,88.73417499317962,99.05270601430966,97.44891910964664,33.26582500682038
2025,101602,CM VIRGÍNIA LEMOS,58,54.335804800255396,60.65146965327913,61.5950715127012,3.6641951997446043
2025,101603,CM SENNINHA,255,205.99280060188644,229.9564998734641,273.9601688176859,49.007199398113556
2025,101604,CM SEMPRE VIDA P. CONQUISTA,68,49.92233767712104,55.724417730597246,66.19171864051471,18.077662322878957
2025,101605,CM CLEMENTE FERREIRA,199,162.51826371355276,181.4229102633968,214.2037561561101,36.481736286447244
2025,101606,CM QUINTA DO CAJU,143,115.42602013500623,128.85062975279402,162.72130832459865,27.573979864993774
2025,101607,CM TIA DORA,259,214.53089557357413,239.4881575123699,331.8779226281363,44.46910442642587
2025,101801,EDI PARQUE DA ALEGRIA,271,225.28305211301023,251.4915230913581,310.73334584019403,45.71694788698977
2025,101802,EDI MACHADO DE ASSIS,152,113.84623807991225,127.08701145015164,189.38186166591709,38.153761920087746
2025,101803,EDI ANTÔNIO RAPOSO TAVARES,38,42.675442817259885,47.634219877989175,52.401777257074144,4.675442817259885
2025,1019601,CM SEMPRE VIDA VALE DO SOL,29,43.77787896475043,48.86494364419754,36.77317702250817,14.777878964750428
2025,1019602,CM SEMPRE VIDA ANTARES,151,152.56056187768195,170.3064489542671,160.88264947347324,1.5605618776819483
2025,1019603,CM JARDIM DOS VIEIRAS,137,105.00025707114217,117.21164047974018,137.89941383440564,31.999742928857827
2025,1019604,CM AYRTON SENNA,63,58.27760587679057,65.0519691841677,74.46568347057905,4.722394123209433
2025,1019605,CM MARLENE DA SILVA CARDOSO,57,54.17815517865762,60.475474708510696,79.06233059839256,2.8218448213423812
2025,1019606,CM TRINTA E UM DE OUTUBRO,124,88.89206721919201,99.22897184727682,110.31953106752452,35.107932780807985
2025,1019607,CM ADALTO BASTOS,221,139.75916765067294,156.0153801254039,193.9785087937306,81.24083234932706
2025,1019609,CM CANTINHO DA TIA DOLORES,76,120.00761174612748,133.965372535743,152.6086846434089,44.00761174612748
2025,1019610,CM CHAVE DO TAMANHO,56,83.36626009127734,93.06013751214626,45.04714185257251,27.36626009127734
2025,1019611,CM CRIANÇA FELIZ,51,45.82561571080186,51.15097029078287,67.11104806607742,5.174384289198137
2025,1019612,CM DANIELA PEREZ,305,283.32054117800874,316.28273040919424,314.41066354244487,21.67945882199126
2025,1019613,CM DJANIRA MARIA RAMOS,128,85.57647644688778,95.52755233989208,102.04556623746018,42.42352355311222
2025,1019614,CM INSPETOR HERALDO CARVALHO DE SOUSA,240,175.16411691857584,195.5403382824675,246.3802860508048,64.83588308142416
2025,1019615,CM MARCOLINA,44,45.03797189698657,50.27167035888544,68.03037749164012,1.0379718969865692
2025,1019616,CM MARIA HELENA PAPERA MONTEIRO,60,51.18316953916169,57.13196958949748,85.4976365773315,8.816830460838311
2025,1019618,CM LEUZA MARINS NOVAES S. SANTOS,75,76.42088744021595,85.30654587081712,98.36824853520936,1.4208874402159495
2025,1019619,CM SANTA TEREZINHA,41,58.43529924481879,65.22801297735225,61.5950715127012,17.435299244818793
2025,1019620,CM SEMENTINHA DO AMOR,68,81.31405123485881,90.7691172249298,74.46568347057905,13.314051234858809
2025,1019621,CM SEMPRE VIDA ESTRELA DO ALAGADO,48,80.99833875510511,90.41666591890808,57.91775381045038,32.99833875510511
2025,1019623,CM SEMPRE VIDA TERRA DA PAZ,243,182.43600100809377,203.6584382703521,237.18699179517773,60.56399899190623
2025,1019624,CM ZACARIAS - O TRAPALHÃO,27,55.124079758088584,61.53147435857699,23.902565064630316,28.124079758088584
2025,1019625,CM NARIZINHO,41,40.4710067281939,45.17325946128965,56.07909495932496,0.528993271806101
2025,1019626,CM PEDRINHO,52,39.369022649442165,43.94304052782617,45.96647127813522,12.630977350557835
2025,1019627,CM VOVÓ BENTA,104,62.6935841303906,69.98182510492992,115.83550762090076,41.3064158696094
2025,1019628,CM IRINÉA DOS SANTOS PAIVA,77,110.68679917543402,123.55991463665858,116.75483704646346,33.68679917543402
2025,1019630,CM ESTRELA DALVA,69,59.381491940244544,66.28431201223694,81.82031887508069,9.618508059755456
2025,1019631,CM TIA HILDA MACEDO,147,147.97715867424148,165.18968356691778,112.15818991864992,0.9771586742414797
2025,1019632,CM MIRIAM PIRES,326,259.9144410085021,290.1529043696246,306.1366987123805,66.08555899149792
2025,1019633,CM MERILUCE DE OLIVEIRA MÜLLER,44,62.22038993572932,69.45356633082098,47.80513012926063,18.220389935729322
2025,1019801,EDI SARGENTO IZO GOMES PATRÍCIO,217,211.84293875186873,236.48740801495308,223.39705041173715,5.157061248131271
2025,1019802,EDI LARISSA DOS SANTOS ATANAZIO,120,90.94472691007884,101.52049550814472,93.77160140739583,29.055273089921158
2025,1019803,EDI LARYSSA SILVA MARTINS,189,181.32938723447415,202.42304986686983,206.84912075160847,7.670612765525846
2025,1019804,EDI PROFESSORA MARIA LUIZA JOBIM DE QUEIROZ,55,51.02555831395922,56.95601751982585,57.91775381045038,3.9744416860407767
2025,1019806,EDI PROFESSOR RUBEM GONÇALVES,64,77.5257223523388,86.53994817019353,96.52958968408394,13.525722352338803
2025,1019807,EDI PROFESSOR ANTONIO ALFREDO MERCADANTE,107,80.20907187148933,89.53555363810025,100.20690738633476,26.79092812851067
2025,1019808,EDI GEÓGRAFO AZIZ AB' SABER,82,73.73790623782848,82.31135164972882,73.54635404501634,8.262093762171517
2025,1019809,EDI PROFESSORA CARMEN FRAGA DE ARAÚJO,48,67.74171410924264,75.617395156574,50.563118405948735,19.741714109242636
2025,1019810,EDI PROFESSORA ROSELE NICOLAU JORGE COUTINHO,51,36.22145434486624,40.42919872061272,35.853847596945464,14.778545655133762
2025,1019811,EDI PROFESSORA RAQUEL KELLY LANERA,55,36.5361428529266,40.78050660195154,39.53116529919628,18.463857147073398
2025,1019815,EDI JOÃO CORRÊA,92,94.5766204872744,105.57502543806068,92.85227198183313,2.576620487274397
2025,1019818,EDI RENÉE BISCAIA RAPOSO,41,85.41859901408105,95.35130302406247,98.36824853520936,44.41859901408105
2025,1019820,EDI INAIÁ WANDERLEY CARMO,54,89.36574794989636,99.75777387110983,113.99684876977534,35.36574794989636
2025,1019821,EDI PROFESSORA SOLANGE INÁCIA DE SÁ DE LACERDA,120,166.78610323887685,186.18739045855492,148.9313669411581,46.78610323887685
2025,1019822,EDI PROFESSORA KATIA MIRANDA SANTOS,36,134.3862623963361,150.0172398639069,130.544778429904,98.3862623963361
2025,1019824,EDI PROFESSORA LILIA CHAVES DA COSTA,26,105.31616016352505,117.564304609951,44.12781242700981,79.31616016352505
2025,1019826,EDI THAMIRIS DE ANDRADE DA SILVA SANTOS,140,147.97715867424148,165.18968356691792,135.14142555771753,7.97715867424148
2025,1019827,EDI MEDALHISTA OLÍMPICA POLIANA OKIMOTO,200,199.82662665594103,223.0727794356063,235.34833294405232,0.1733733440589731
2025,1019828,EDI MEDALHISTA OLÍMPICO ERLON DE SOUZA SILVA,171,176.27068482736692,196.77567548016444,194.8978382192933,5.270684827366921
2025,1019829,EDI ERASMO CARLOS,94,84.55008992024112,87.79955681618333,104.80355451414827,9.44991007975888
2025,1019830,EDI GAL COSTA,109,102.05301219610949,105.96623502895486,126.8674607276532,6.946987803890508
2025,1019831,EDI PROFESSORA MARIA MESQUITA DE SIQUEIRA,218,220.85563147866677,246.54889150899763,282.23413364775024,2.8556314786667656
2025,102601,CM SEMPRE VIDA SANTO ANTÔNIO DE PÁDUA,142,132.17398791966903,147.5475271251038,204.0911324749204,9.826012080330969
2025,102602,CM ANA MARIA DA CRUZ SILVA,249,246.94692876613942,275.67638604103786,331.8779226281363,2.053071233860578
2025,102604,CM ARCO-ÍRIS,292,269.8776523898404,301.2755167679521,341.07121688376327,22.12234761015958
2025,102605,CM ALDEIA DOS CURUMINS,281,278.8922396751044,311.3391154013865,338.3132286070752,2.107760324895594
2025,102606,CM GEORGE SAVALLA GOMES - PALHAÇO CAREQUINHA,279,261.65402725075677,292.0949231377997,365.8931113739563,17.34597274924323
2025,1026601,CM SONHO DE CRIANÇA,248,245.99810894904908,274.61715376896655,303.3787104356924,2.001891050950917
2025,1026602,CM NOSSA SENHORA DA GLÓRIA,118,139.2850746398129,155.48611778985082,146.17337866447,21.285074639812905
2025,1026603,CM SEMPRE VIDA COLÔNIA DOS PESCADORES,116,135.0183515934298,150.72288410524644,113.99684876977534,19.0183515934298
2025,1026604,CM JOSEPHA FERREIRA DA COSTA,319,272.72433899520513,304.45346718463645,364.0544525228309,46.27566100479487
2025,1026801,EDI SAMIRA PIRES RIBEIRO,36,120.16560338707515,134.1417493665746,95.61026025852124,84.16560338707515
2025,1026802,EDI PROFESSOR MARCOS FLAMÍNIO PORTUGAL PINTO,387,377.1158934465724,420.99288011023566,364.0544525228309,9.884106553427614
2025,1026803,EDI PADRE CARLOS HENRIQUE DE SOUZA,99,113.05636248512991,126.20521952945082,106.6422133652737,14.05636248512991
2025,1026805,EDI MEDALHISTA OLÍMPICO IZAQUIAS QUEIROZ DOS SANTOS,330,312.26387862187124,348.5941521907166,350.2645111393903,17.736121378128757
2025,1026806,EDI MEDALHISTA OLÍMPICO FELIPE ALMEIDA WU,253,250.42596172441608,279.560267806721,248.2189449019302,2.5740382755839164
2025,1026807,EDI ALFREDO FERNANDO VAZ GUIMARÃES JÚNIOR,379,332.6676931124242,371.3723220818683,368.6510996506444,46.33230688757578
2025,1026809,EDI MEDALHISTA PARALÍMPICO RICARDO COSTA DE OLIVEIRA,238,214.21466359175392,239.1351261864285,236.26766236961504,23.78533640824608
2025,1026810,EDI ALCEBÍADES FRANCISCO ROSA,331,341.8417710421822,381.6139710647415,316.24932239357025,10.841771042182188
2025,1026811,EDI GERMANO THOMÉ DE OLIVEIRA,43,164.73119952837175,183.89336136482092,132.38343728102942,121.73119952837175
2025,102802,EDI CAMPOS SALLES,31,47.873780494379936,53.437474920273694,47.80513012926063,16.873780494379936
2025,102803,EDI RACHEL DE QUEIROZ,53,65.0597347344205,72.62331955073292,61.5950715127012,12.059734734420502
2025,103601,CM ESPAÇO LIVRE DA CRIANÇA,51,41.25823588466536,46.05209634342867,56.07909495932496,9.74176411533464
2025,103602,CM DIREITOS HUMANOS,87,70.8974127386187,79.1403158103053,83.65897772620609,16.102587261381302
2025,103604,CM SONHO INFANTIL,107,87.31317582640898,97.46634798201616,142.49606096221916,19.68682417359102
2025,103605,CM BRINCADEIRAS DE CRIANÇA,123,121.42954979635076,135.55277884209542,160.88264947347324,1.5704502036492443
2025,103606,CM CAMPOS DA PAZ,102,120.48158778156794,134.494504270441,140.65740211109377,18.48158778156794
2025,103607,CM ESTÁCIO DE SÁ,227,230.9755716131536,257.84647081898856,284.07279249887563,3.9755716131535905
2025,103801,EDI PROFESSORA SIMONE SOUSA PIMENTEL,134,120.48158778156794,134.494504270441,187.54320281479167,13.518412218432061
2025,103802,EDI LILY MARINHO,175,183.2264442635364,204.54086396854345,227.074368113988,8.226444263536393
2025,103804,EDI ZÉLIA GATTAI AMADO,73,61.74720813984563,68.92532140120822,71.70769519389093,11.252791860154367
2025,103805,EDI BEATRIZ VICÊNCIA BANDEIRA RYFF,86,117.00584241483377,130.61429296613375,139.73807268553105,31.005842414833765
2025,103806,EDI FUNDAÇÃO LEÃO XIII,19,12.08373580202588,13.48269731299592,7.354635404501635,6.916264197974121
2025,103807,EDI MARIA LUIZA NOBRE - TIA LUIZINHA,232,199.19420991902822,222.36676950948151,275.79882766881127,32.805790080971775
2025,107601,CM ADALBERTO ISMAEL DE SOUZA,67,51.81363462956797,57.835800412910544,52.401777257074144,15.186365370432028
2025,107602,CM DEPUTADO LUIZ EDUARDO DE MAGALHÃES,188,166.1538216630602,185.48153143286137,223.39705041173715,21.8461783369398
2025,107603,CM VOVÓ LUCÍOLA,130,112.42446954801544,125.49979440984016,133.3027667065921,17.575530451984562
2025,107604,CM HOMERO JOSÉ DOS SANTOS,174,157.14415906107004,175.4234309132386,207.7684501771712,16.85584093892996
2025,107605,CM EDUARDO MOREIRA DOS SANTOS,152,136.44056943067125,152.31060278888262,174.6725908569138,15.559430569328754
2025,107606,CM FRANCISCO ALVES,154,117.9537546411679,131.67251194945314,130.544778429904,36.046245358832095
2025,107607,CM NAÇÃO MANGUEIRENSE,175,178.64193015211418,199.4228582999906,210.52643845385927,3.6419301521141847
2025,107608,CM SAMORA MACHEL,138,99.3143454552634,110.86407026771138,171.9146025802257,38.68565454473659
2025,107609,CM VASQUINHO,239,197.77128020126213,220.7782560405681,222.47772098617443,41.22871979873787
2025,107610,CM ARARA AZUL,335,268.77061402977426,300.0396543410739,326.36194607476,66.22938597022574
2025,107801,EDI PROFESSORA DAYSE MALAGOLE,48,57.01611614554941,63.643682723793845,36.77317702250817,9.016116145549411
2025,107802,EDI MORRO DOS TELÉGRAFOS,16,20.672908618584767,23.07132841455427,12.87061195787786,4.672908618584767
2025,107803,EDI DOIS DE JULHO,45,35.12017353942421,39.19976516880679,42.2891535758844,9.879826460575792
2025,11001,CP CRECHE COMUNITÁRIA ALEGRIA DA CRIANÇA,118,121.04770762624038,125.68122986629658,150.7700257922835,3.0477076262403813
2025,11003,CP AMIG - ASSOCIAÇÃO DOS MORADORES DA ILHA DO GOVERNADOR,215,167.16429221592375,173.54654263601302,208.68777960273388,47.83570778407625
2025,11004,CP CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOÉ - CAECAN,237,193.5545668087913,200.93750803173475,241.7836389229913,43.44543319120871
2025,11006,CP CRECHE CASULO DO DENDÊ,391,305.14415215682465,316.7583825122853,381.5217116085223,85.85584784317535
2025,11007,CP CRECHE ESFERA KIDS,135,123.97235935366392,128.71678575358726,154.44734349453432,11.027640646336081
2025,11008,CP FILIAL BANCÁRIOS - RJ,213,179.62369387835128,186.4783926923257,224.31637983729985,33.376306121648724
2025,11009,CP CRECHE COMUNITÁRIA IRMÃ MOROCHA (CCIM),147,124.7036097513613,129.47576544649894,155.36667292009702,22.2963902486387
2025,11010,CP CHALÉ SEMENTINHA (ILHA DO GOVERNADOR),54,157.64021075034677,163.6613153470296,196.73649707041872,103.64021075034677
2025,1120201,CIEP OLGA BENÁRIO PRESTES,34,27.103901394940273,30.25066673389888,34.01518874582006,6.896098605059727
2025,1120601,CM STELLA MARIS,289,238.56579965387166,266.31996002021043,362.2157936717055,50.434200346128335
2025,1120602,CM CORA CORALINA,274,275.4128978570729,307.454888817259,310.73334584019403,1.4128978570728918
2025,1120603,CM DOUTOR ANTÔNIO MONTEIRO,294,236.8263526656089,264.37809671895315,323.6039577980719,57.17364733439109
2025,1120604,CM MARIA ARMINDA F. SOUZA AGUIAR,194,213.10785535247877,237.89952067320684,239.94498007186584,19.107855352478765
2025,1120605,CM SEMPRE VIDA LORETO,264,212.63351073518092,237.36997743042275,323.6039577980719,51.36648926481908
2025,1120606,CM TAUÁ,364,288.53967810577075,322.1092089455688,378.76372333183417,75.46032189422925
2025,1120801,EDI JOSÉ DE SOUZA RAMOS,135,139.60113637161106,155.83895903936298,162.72130832459865,4.601136371611062
2025,1120802,EDI NEUSA MARIA GOULART BRIZOLA,197,210.89425632436908,235.42832912907969,242.70296834855395,13.894256324369081
2025,1120804,EDI PROFESSORA ANNA MARIA JESUS CONCEICAO,178,206.30901994123286,230.3095170848703,225.23570926286257,28.30901994123286
2025,121001,EM JOAQUIM MANUEL DE MACEDO,56,27.57501839692729,30.776605808803943,38.61183587363358,28.42498160307271
2025,123601,CM JOSÉ MARINHO DE OLIVEIRA,130,87.94472410320255,98.17138828286495,123.1901430254024,42.055275896797454
2025,123603,CM FALLET,92,74.05353673559935,82.6637114182487,85.4976365773315,17.94646326440065
2025,123801,EDI HELOÍSA MARINHO,14,16.29248017548954,18.18117676129044,20.22524736237949,2.2924801754895405
2025,2001,CP CRECHE ESPAÇO SEMENTE,62,62.009307560018314,64.40389823181044,76.30434232170445,0.00930756001831412
2025,2002,CP EDUCANDÁRIO CASA DE JACIRA,38,27.44315592054761,28.52623162430274,32.17652989469465,10.55684407945239
2025,2003,CP CENTRO COMUNITÁRIO DA RUA UM UNIÃO FAZ A FORÇA,135,38.8882065446787,40.40569553712064,46.88580070369792,96.1117934553213
2025,2004,CP AÇÃO SOCIAL PADRE ANCHIETA - ASPA,293,287.5123618952157,298.4580287133137,359.4578053950174,5.48763810478431
2025,2005,CP ESCOLA COMUNITÁRIA DO CANTAGALO,61,72.17718133528065,74.95741037392285,89.17495427958231,11.17718133528065
2025,2006,CP CRECHE PRÉ-ESCOLA COMUNITÁRIA DOIS IRMÃOS,73,70.7232832085773,73.44837173913737,87.3362954284569,2.2767167914227002
