codigo_unidade,ano_previsao,demanda_prevista_inscritos,demanda_prevista_efetiva,demanda_efetiva_p025,demanda_efetiva_p975,capacidade_ano_anterior
918603,2026,,19.873374145929866,,,
11009,2026,,19.74100617114756,,,
101803,2026,,19.52230929810696,,,
431607,2026,,19.362854837059334,,,
312802,2026,,19.263852644535632,,,
10005,2026,,19.165417181826054,,,
918809,2026,,18.98635354526922,,,
1019627,2026,,18.94209451653853,,,
2045,2026,,18.86308643969288,,,
514802,2026,,18.83743394019175,,,
2020,2026,,18.80101142969633,,,
2034,2026,,18.772810115437725,,,
515046,2026,,18.71917539635953,,,
9003,2026,,18.5718729515124,,,
918802,2026,,18.55919096204084,,,
101602,2026,,18.507020947301115,,,
918820,2026,,18.474637949983972,,,
515021,2026,,18.363167856499334,,,
1019633,2026,,18.08701404934051,,,
918608,2026,,17.91399586428493,,,
410601,2026,,17.376128932131415,,,
724806,2026,,17.196220167049205,,,
