unidade,nome_unidade_norm,demanda_2026_ppml,demanda_2026_persistencia,demanda_2026_ppml_historico,limite_p025_condicional,limite_p975_condicional,codigo_unidade,interesse_bruto_2025,status_em_2025,tipo_oferta,tipo_unidade,cre,microarea,bairro,latitude,longitude,matriculas_total,fila_total,prev_ppml_base_2025,prev_persistencia_2025,prev_ppml_cag_fem_2025,tem_contexto_creche_2025
03024,CP CASA DE LEYLA,118.22710256161758,110.35176787741132,42.35093830344708,64.27929414119178,186.08588196346057,3024,191,continuante,Parceira,Creche Parceira,3.0,3.11,SAMPAIO,-22.90124083,-43.25925243,129.0,0.0,200.17636129016725,240.86430949742856,192.8212273780911,True
09008,CP CRECHE COMUNITARIA ANA & LU,117.47192440012707,91.13782100419029,19.75324858243492,70.15279820061829,176.66700743439338,9008,60,continuante,Parceira,Creche Parceira,9.0,9.18,CAMPO GRANDE,-22.91489,-43.56694,64.0,2.0,77.22174307072886,91.93294255627043,74.35877581246562,True
04021,CP ASSOCIACAO CENTRO EDUCACIONAL REBRAL II,117.14135216401804,110.40516537684964,55.37048453823428,66.64299254477636,180.40070656870975,4021,184,continuante,Parceira,Creche Parceira,4.0,4.19,PENHA CIRCULAR,-22.83816909,-43.28794454,193.0,1.0,169.74411341567605,204.0911324749204,163.50078032507056,True
10043,CP CRECHE CANTINHO CASLU,116.86634702443583,100.91064972759679,36.35297944675966,69.47099788914103,176.09699775897838,10043,168,continuante,Parceira,Creche Parceira,10.0,10.18,PACIÊNCIA,-22.92932,-43.63725,125.0,15.0,131.75291559734308,158.12466119678513,126.8975644407866,True
0625804,EDI PROFESSORA HELIA LUCIA MORENO FERREIRA,116.86101059550303,94.29511773047818,109.12003465372398,68.45473426165026,177.42382437316493,625804,270,continuante,Pública,EDI,6.0,6.6,Costa Barros,-22.821307,-43.361933,120.0,11.0,246.3723707130844,290.50809847781454,220.69751089013943,True
0817605,CM MANE GARRINCHA II,116.74479289144716,92.43261041474702,48.65389833759907,69.36467686220172,176.0775490209802,817605,239,continuante,Pública,Creche,8.0,8.11,Bangu,-22.878109,-43.480675,113.0,4.0,279.7368089971624,278.5568159454994,250.58410058056293,True
0817801,EDI PROFESSORA TANIA MARIA LARRUBIA GOMES,116.4334157906381,91.94480078458862,169.56584710420407,69.00233572187771,175.8406791065567,817801,321,continuante,Pública,EDI,8.0,8.9,Bangu,-22.888872,-43.470733,187.0,34.0,258.1995278112295,286.8307807755637,231.2918265845112,True
04042,CP CENTRO CULTURAL PEDACINHO DO CEU,116.17394801214016,125.63533832177524,61.42360451143156,65.98289718855624,179.059068724712,4042,167,continuante,Parceira,Creche Parceira,4.0,4.14,BRÁS DE PINA,-22.82835328,-43.28778895,179.0,0.0,173.54654263601302,208.68777960273388,167.16429221592375,True
0716820,EDI MEDALHISTA OLIMPICA AGATHA BEDNARCZUK RIPPEL,115.91028060115698,96.56561412020527,188.4668029854155,67.59199372442622,176.25380436056028,716820,606,continuante,Pública,EDI,7.0,7.11,Curicica,-22.954432,-43.382779,96.0,231.0,724.4207577152603,720.7542696411601,648.9149935132281,True
0716605,CM SEMPRE VIDA NISE DA SILVEIRA,115.5051138124904,97.04872094712523,222.70954217605117,67.29737522589096,175.84157072169486,716605,384,continuante,Pública,Creche,7.0,7.16,Jacarepaguá,-22.943136,-43.352063,144.0,196.0,508.5871129879913,379.68305275739687,455.579460846241,True
03025,CP CENTRO CULTURAL EDUCAR - UNIDADE II,115.24366416545857,108.36121048786697,85.03518683912918,61.43334241239634,182.86341519542364,3025,486,continuante,Parceira,Creche Parceira,3.0,3.13,ABOLIÇÃO,-22.88511431,-43.30126439,151.0,2.0,413.6476997889594,498.2765486549858,398.493841893986,True
09017,CP ESPACO CRESCER,114.89109914338304,91.4170367594347,66.8824352236184,68.32867702389063,173.15375311698227,9017,236,continuante,Parceira,Creche Parceira,9.0,9.18,CAMPO GRANDE,-22.91264,-43.53939,176.0,0.0,200.17636129016725,240.86430949742856,192.8212273780911,True
07035,CP AEMMAC - ANIL,114.74313571036336,114.89066524812324,32.33412821539581,67.25721609527774,174.11061602889106,7035,274,continuante,Parceira,Creche Parceira,7.0,7.18,JACAREPAGUÁ,-22.95058,-43.34142,205.0,0.0,207.78848362516177,250.0576037530556,200.1552529492108,True
0724603,CM BENEDITA SIQUEIRA LOPES,114.5898429501471,119.02353583415282,205.3047530601965,67.29370972590755,174.0375612013612,724603,242,continuante,Pública,Creche,7.0,7.24,Barra da Tijuca,-22.98716,-43.307461,94.0,35.0,287.1516238316287,319.9266400958211,257.2260085275888,True
0515602,CM SAO MIGUEL ARCANJO,114.5784290786244,94.87786454118081,197.29266456246236,65.11008561776599,176.75213569989822,515602,339,continuante,Pública,Creche,5.0,5.8,Madureira,-22.860679,-43.331741,146.0,38.0,419.7567367249652,458.7453833557895,376.00860342521327,True
10026,CP CRECHE E ESCOLA COMUNITARIA GENTE BAIXINHA I,114.39078216653479,111.48418129269996,83.32312604364526,67.80887324663799,172.66038456503557,10026,249,continuante,Parceira,Creche Parceira,10.0,10.18,PACIÊNCIA,-22.91791,-43.62659,143.0,0.0,182.6743585181564,219.71973270948632,175.95863491130442,True
0918619,CM RAUL CORTEZ,114.35764090538878,88.86158600751658,376.1379910718773,66.39323469716044,174.3542861599023,918619,400,continuante,Pública,Creche,9.0,9.15,Campo Grande,-22.899666,-43.534143,174.0,13.0,442.3608184750392,444.95544197234886,396.25647632578415,True
0515801,EDI KARINE LORRAINE CHAGAS DE OLIVEIRA,114.00503764500513,96.97364005322605,255.48541706917618,65.2327186294554,175.09612851890515,515801,433,continuante,Pública,EDI,5.0,5.11,Honório Gurgel,-22.839458,-43.356108,96.0,118.0,390.6197021436288,431.1655005889083,349.9087609204606,True
0918831,EDI ELFLODIZIO DOS SANTOS,113.24530699276063,96.19304191580659,128.38162242622641,67.12553622340465,170.97402022509638,918831,233,continuante,Pública,EDI,9.0,9.1,Inhoaíba,-22.903285,-43.591003,156.0,4.0,314.16403097622083,308.89468698906865,281.4226911498574,True
0625803,EDI PROFESSORA BEATRIZ DE SOUZA MADEIRA,112.35781306425491,92.9511308396823,110.81604633401037,65.40250440669661,171.19019656398052,625803,219,continuante,Pública,EDI,6.0,6.9,Costa Barros,-22.823882,-43.361693,146.0,3.0,216.01279087134003,260.1702274342453,193.5025584383698,True
10065,CP CRECHE MAGIA DA CRIANCA II,112.24746951318737,136.89123997721774,53.21983320634449,66.18717819654728,169.83980008412857,10065,94,continuante,Parceira,Creche Parceira,10.0,10.9,SEPETIBA,-22.97923,-43.69058,169.0,0.0,128.71678575358726,154.44734349453432,123.97235935366392,True
04006,CP COMUNIDADE INSTITUCIONAL ADULAO TEMPO FELIZ,111.8195681029245,121.1832025782899,20.20544364881125,64.60881825496985,170.97691977788668,4006,92,continuante,Parceira,Creche Parceira,4.0,4.11,BONSUCESSO,-22.85972933,-43.25933213,64.0,27.0,86.28743516594643,102.96489566302289,83.09321824288921,True
1019620,CM SEMENTINHA DO AMOR,111.41065346843249,120.35672592037565,55.026044772385745,66.59747871407458,167.449615445131,1019620,68,continuante,Pública,Creche,10.0,10.12,Santa Cruz,-22.920081,-43.672904,46.0,0.0,90.7691172249298,74.46568347057905,81.31405123485881,True
0515808,EDI GUARACIARA RODRIGUES DINIZ,110.53384706870945,91.00170634879952,68.97582632753273,62.968581463166345,170.32473412951768,515808,95,continuante,Pública,EDI,5.0,5.7,Madureira,-22.863852,-43.335166,101.0,6.0,107.8668744205374,118.59349589758888,96.62957154779625,True
0716607,CM EMILIA JOANA DA FONSECA MARQUES,109.36369722679305,98.41042538953,210.62602175114327,62.79457224006343,167.83303734760904,716607,322,continuante,Pública,Creche,7.0,7.3,Praça Seca,-22.907555,-43.353033,121.0,73.0,399.0958010022253,351.183840564953,357.50132648402814,True
0410808,EDI ALMIR LEITE RIBEIRO,108.95732680884309,107.38084814199489,145.53041019145203,62.84942979644482,166.43216014141206,410808,158,continuante,Pública,EDI,4.0,4.16,Olaria,-22.84681,-43.283699,147.0,1.0,184.2462865115185,206.84912075160847,165.04733640555918,True
03012,CP CRECHE MAE DO DIVINO SALVADOR,108.55264924044312,126.39731518132307,57.66155176899757,60.55646927949587,168.49396912647254,3012,328,continuante,Parceira,Creche Parceira,3.0,3.8,PIEDADE,-22.88678077,-43.31002626,252.0,0.0,290.83400517658976,350.2645111393903,280.1668657546068,True
05013,CP CENTRO EDUCACIONAL SOMAR,107.94214698546602,113.39826425060959,25.955446444713132,60.13956629835301,167.54990594540826,5013,281,continuante,Parceira,Creche Parceira,5.0,5.13,BENTO RIBEIRO,-22.86338415,-43.36411183,44.0,34.0,283.9729918469954,341.990546309326,273.55650505095883,True
08014,"CP DO.RA., A AVENTUREIRA",107.789173180415,86.24679151609195,37.91990837424547,63.97510950193228,162.68188265398345,8014,216,continuante,Parceira,Creche Parceira,8.0,8.8,BANGU,-22.88082,-43.4709,88.0,9.0,191.043800388402,229.8323563906761,184.02231087764767,True
0833602,CM JULINHO CACAU,107.70133099836522,95.47750062797459,94.73978015311275,62.90611208166385,163.83378809162065,833602,296,continuante,Pública,Creche,8.0,8.4,Realengo,-22.883527,-43.417187,99.0,0.0,383.5563725577017,352.10316999051577,343.5817000995129,True
0430602,CM VILA PINHEIRO,107.34166186535715,92.2387739696475,134.22861009499726,63.02441067771095,162.7880463645393,430602,377,continuante,Pública,Creche,4.0,4.5,Bonsucesso,-22.869745,-43.236586,72.0,165.0,271.96908876639986,400.8276295453391,243.62607344897967,True
01006,CP CRECHE DO TUIUTI,107.22073830988927,100.99452938599983,26.13667948792018,61.20633882973796,164.99653852988683,1006,233,continuante,Parceira,Creche Parceira,1.0,1.2,BENFICA,-22.8978552,-43.23659028,147.0,0.0,221.49374121848624,266.6055334131842,213.35981216722035,True
09025,CP INSTITUTO O LUAR,107.11012402960526,83.67828402143672,15.675419729563465,63.99306696314391,161.04927038271336,9025,113,continuante,Parceira,Creche Parceira,9.0,9.18,CAMPO GRANDE,-22.88272,-43.56714,61.0,1.0,105.96623502895486,126.8674607276532,102.05301219610948,True
04025,CP CRECHE E PRE-ESCOLA NOVA JERUSALEM NO CORDOVIL,106.53212669488116,108.4197667277238,57.31011332685585,60.544920770519774,164.26127426192232,4025,189,continuante,Parceira,Creche Parceira,4.0,4.21,CORDOVIL,-22.82168197,-43.29078896,195.0,0.0,199.4152295048196,239.94498007186584,192.08790236348656,True
0515809,EDI PROFESSOR UBIRAJARA DE PAULA CASTRO,106.42766769952827,85.47938879723962,305.5892797666612,60.65517736190638,163.82776201332587,515809,305,continuante,Pública,EDI,5.0,6.16,Marechal Hermes,-22.848431,-43.361544,158.0,15.0,319.813919989452,376.005735055146,286.4836459289276,True
0328602,CM TIA ANDREZA,105.85671047087615,108.5660699790785,122.28110514989186,59.66570102695098,163.69361210626457,328602,214,continuante,Pública,Creche,3.0,3.12,Jacarezinho,-22.89037,-43.259111,98.0,13.0,253.0802459580399,278.5568159454994,226.70616938967905,True
04017,CP ASSOCIACAO CENTRO EDUCACIONAL REBRAL I,105.40025451865438,98.78528228785399,52.442349585019095,60.08264912703936,162.16489183263425,4017,144,continuante,Parceira,Creche Parceira,4.0,4.19,PENHA,-22.82766816,-43.27648683,164.0,1.0,152.26000501994244,182.9465556869781,146.6554370908323,True
0515810,EDI PROFESSORA TEREZINHA SARDOUX HENRIQUES,105.39454934626715,83.69840068877349,139.9195210598563,59.729119084609636,162.85628491882136,515810,195,continuante,Pública,EDI,5.0,5.16,Cascadura,-22.888526,-43.330231,79.0,4.0,249.9028097990832,226.1550386884253,223.859943412231,True
0103801,EDI PROFESSORA SIMONE SOUSA PIMENTEL,105.02352285983379,91.90148986432942,105.57551994601307,59.61318691816818,161.9153019285715,103801,134,continuante,Pública,EDI,1.0,1.1,Rio Comprido,-22.927634,-43.213252,75.0,3.0,134.494504270441,187.54320281479167,120.48158778156794,True
0107604,CM HOMERO JOSE DOS SANTOS,104.91762625213978,90.49522863616413,100.00241392452186,59.467665076069906,161.81685084528743,107604,174,continuante,Pública,Creche,1.0,1.3,Mangueira,-22.903303,-43.236528,145.0,2.0,175.4234309132386,207.7684501771712,157.14415906107004,True
10073,CP NINHO CARIOCA,104.49809812242233,88.84917195079483,124.89864089894695,62.13669715850679,157.46960142066365,10073,435,continuante,Parceira,Creche Parceira,10.0,10.18,GUARATIBA,-22.94731,-43.60089,149.0,83.0,327.43521438607576,394.39232356640014,315.4309296868377,True
0716608,CM IRMA DULCE,103.73000639599965,92.0109383396155,244.7037920554185,59.07572772241213,159.87754486930854,716608,276,continuante,Pública,Creche,7.0,7.3,Praça Seca,-22.900935,-43.362466,140.0,31.0,436.3565453899911,303.3787104356924,390.8780778760335,True
09032,CP SOLDADINHOS DE DEUS,103.69667180981293,87.56139502040685,25.627102982677,61.46205323823759,156.56047656577007,9032,91,continuante,Parceira,Creche Parceira,9.0,9.14,CAMPO GRANDE,-22.91303271,-43.58235799,88.0,2.0,137.82679545459635,165.47929660128676,132.7495366130056,True
04048,CP INSTITUTO DE EDUCACAO EUCLIDES DOS SANTOS II,103.35176822416969,112.58111956761834,29.3980547846774,59.785954787144554,157.93393461097452,4048,117,continuante,Parceira,Creche Parceira,4.0,4.11,RAMOS,-22.85122669,-43.25565045,127.0,1.0,166.70254236513586,200.41381477266955,160.57032971937073,True
07034,CP INSTITUTO EDUCACIONAL DIVA ALVES,103.34382887932706,82.62765206505809,38.925177370219366,60.411813986908385,157.02134511286008,7034,349,continuante,Parceira,Creche Parceira,7.0,7.11,JACAREPAGUÁ,-22.93863,-43.39598,72.0,125.0,246.6300362171841,296.9434044567535,237.57779894282888,True
0918833,EDI PROFESSOR WILSON CHOERI,103.34084213825987,90.15075543419304,173.0807923519925,61.11744529877474,156.1008103980231,918833,175,continuante,Pública,EDI,9.0,9.13,Cosmos,-22.906845,-43.618746,187.0,0.0,209.65901986511687,188.4625322403544,187.81109293386592,True
0625607,CM LUIZA DE BARROS DE SA FREIRE,103.2925524131811,84.16966804054682,93.79109742272277,60.23937918721298,157.22672916012127,625607,382,continuante,Pública,Creche,6.0,6.6,Costa Barros,-22.81981,-43.361921,132.0,12.0,339.05940131960904,415.5369003543423,303.7230129961964,True
0123603,CM FALLET,103.22103730396961,92.95381558713927,58.69670495030951,58.55765690246953,159.2121488381395,123603,92,continuante,Pública,Creche,1.0,1.11,Santa Teresa,-22.927235,-43.195756,96.0,0.0,82.6637114182487,85.4976365773315,74.05353673559935,True
0625814,EDI PROFESSORA ROSEANE VASCONCELOS,102.94847243771365,85.17541521743846,92.08217308585114,57.78188152335625,159.27101778846855,625814,103,continuante,Pública,EDI,6.0,6.1,Barros Filho,-22.83288,-43.367418,119.0,0.0,133.78899612042986,143.41539038778183,119.84962047734462,True
09022,CP ESPACO CRIATIVO CASTELINHO RINALDI,102.66743997124442,87.14591220019577,60.60024857520857,60.82221998331842,155.03410810616964,9022,237,continuante,Parceira,Creche Parceira,9.0,9.14,INHOAÍBA,-22.91745,-43.60024,104.0,4.0,197.1319250275602,237.18699179517773,189.8880149167313,True
0206602,CM VIDIGAL,102.54900987776765,101.04114483990843,109.75074333126187,56.78367570453066,159.94412993465295,206602,139,continuante,Pública,Creche,2.0,2.5,Vidigal,-22.993826,-43.235266,93.0,0.0,142.4319099205648,168.23728487797487,127.59161311799625,True
1019830,EDI GAL COSTA,102.26667097641865,109.78806319442229,27.9966177616729,61.10708379590771,153.73814988768703,1019830,109,continuante,Pública,EDI,10.0,10.1,SANTA CRUZ,-22.92303,-43.67329553,96.0,0.0,105.96623502895486,126.8674607276532,102.05301219610948,True
11004,CP CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOE - CAECAN,101.83813708364896,95.56227301647203,43.72924675348125,52.55135626465058,163.33646564986086,11004,237,continuante,Parceira,Creche Parceira,11.0,11.3,ILHA DO GOVERNADOR / GUARABU,-22.80427,-43.19551,148.0,10.0,200.93750803173475,241.7836389229913,193.5545668087913,True
0411601,CM CARLOS DRUMMOND DE ANDRADE,101.69979916606727,101.11131885957484,146.78781188329725,58.667060087754244,155.36172108308946,411601,138,continuante,Pública,Creche,4.0,4.16,Penha,-22.843844,-43.287744,88.0,1.0,208.600079096113,232.5903446673642,186.86253421802832,True
0918613,CM PROFESSORA FLORA SANTINA FERRARI BRAZ,101.6809701239053,87.55814698500437,150.0096866497457,59.50576111273819,154.33388362241817,918613,376,continuante,Pública,Creche,9.0,9.7,Santíssimo,-22.877835,-43.5237,116.0,21.0,431.5884784890532,476.21264244148085,386.6070256985441,True
04045,CP CRECHE CRIANCA FELIZ EM LUCAS,101.4347865748951,94.56540555369833,39.123873013081216,57.118448731967675,157.0265344894686,4045,112,continuante,Parceira,Creche Parceira,4.0,4.23,PARADA DE LUCAS,-22.81241883,-43.29846109,155.0,6.0,118.85347455872164,142.49606096221916,114.46940614945414,True
10036,CP CAAD DONA ZULMIRA TELLES,101.27065684628985,107.70816196655794,51.408181261728,60.424194666377154,152.3555726153528,10036,157,continuante,Parceira,Creche Parceira,10.0,10.1,SANTA CRUZ,-22.92066,-43.69698,131.0,1.0,157.5799452666911,189.38186166591709,151.78101772587092,True
03021,CP CRECHE COMUNITARIA TIA ALICE,100.9513857403647,84.00715381282096,41.68623870935744,55.35618687117811,158.11492987938638,3021,199,continuante,Parceira,Creche Parceira,3.0,3.12,JACARÉ,-22.88931194,-43.25333441,177.0,0.0,202.4598459358969,243.62229777411667,195.02128848692087,True
0716609,CM RIO NOVO - RIO DAS FLORES,99.98074146587363,68.57025131890474,824.5933543982413,58.40476172012049,152.01609849808068,716609,1217,continuante,Pública,Creche,7.0,7.19,Freguesia,-22.972272,-43.334928,145.0,765.0,1065.521880695314,1469.0884220492014,954.460346387105,True
10011,CP CRECHE PINGUINHO DE GENTE,99.64478838857745,108.7114868546023,10.710244975008733,59.56965843096767,149.75631540205836,10011,30,continuante,Parceira,Creche Parceira,10.0,10.11,SANTA CRUZ,-22.92193,-43.68943,109.0,2.0,32.966356143963175,37.69250644807087,31.720876975081698,True
08013,CP CENTRO EDUCACIONAL LUIZA,99.52495583969487,92.51173832546718,50.62700843962561,58.58843620531986,150.78488673956127,8013,294,continuante,Parceira,Creche Parceira,8.0,8.5,REALENGO,-22.8799,-43.43653,102.0,6.0,282.44840333847924,340.1518874582006,272.0876141863571,True
1120606,CM TAUA,99.15809097391312,90.46807222140896,138.31676240943256,54.406191440545705,155.13011122144542,1120606,364,continuante,Pública,Creche,11.0,11.5,Ilha do Governador,-22.796875,-43.1796,148.0,5.0,322.1092089455688,378.76372333183417,288.53967810577075,True
0918816,EDI PROFESSOR JOAO FERNANDES FILHO,99.08196116693443,83.68360991550139,23.269888747376818,59.21360482100727,148.97682969768675,918816,46,continuante,Pública,EDI,9.0,9.7,Campo Grande,-22.894133,-43.557582,31.0,0.0,65.58010578287858,63.433730363826605,58.75069065495738,True
0208608,CM DOUTOR SERGIO AROUCA,98.91854602359672,87.51723454507369,112.39138152715327,56.08060517410844,152.62081641863242,208608,181,continuante,Pública,Creche,2.0,2.12,Rio Comprido,-22.922555,-43.215483,124.0,0.0,183.18751372489425,233.50967409292693,164.0989281506835,True
0515608,CM MARIA JOSE DE PAULA DE JESUS,98.86606269584394,82.71915164741513,84.6291810761919,54.627868779519,154.698046628608,515608,128,continuante,Pública,Creche,5.0,5.8,Vaz Lobo,-22.857199,-43.334689,66.0,9.0,160.2495766103957,167.31795545241218,143.55199933543253,True
0101605,CM CLEMENTE FERREIRA,98.78848518880437,81.97257284932726,96.45030984162607,56.80240407072889,151.4463212373914,101605,199,continuante,Pública,Creche,1.0,1.1,Caju,-22.876014,-43.222735,113.0,2.0,181.4229102633968,214.2037561561101,162.51826371355276,True
0312502,CIEP PROCOPIO FERREIRA,98.7490669776684,96.92686055945606,93.1064718887551,55.192033351560006,153.47056748509803,312502,143,continuante,Pública,CIEP,3.0,3.14,Del Castilho,-22.879513,-43.274866,138.0,0.0,151.95777414389318,136.98008440884294,136.12451898845237,True
04012,CP CRECHE ESCOLA MIMI I,98.48204540289757,88.8009599161448,44.20532684670142,57.31946012517628,150.02174596130502,4012,200,continuante,Parceira,Creche Parceira,4.0,4.4,BONSUCESSO,-22.85158405,-43.24220338,125.0,2.0,218.44776785078963,262.92821571093344,210.4251181374188,True
0101603,CM SENNINHA,98.4813935473671,81.35469942701909,128.9740094772291,56.16912391066069,151.53399884783076,101603,255,continuante,Pública,Creche,1.0,1.1,Caju,-22.882989,-43.228696,94.0,7.0,229.9564998734641,273.9601688176859,205.99280060188644,True
0102601,CM SEMPRE VIDA SANTO ANTONIO DE PADUA,98.16329381979838,82.77890271412718,98.7107235744357,55.460736779628746,151.79868595135474,102601,142,continuante,Pública,Creche,1.0,1.9,Estácio,-22.918978,-43.202959,97.0,3.0,147.5475271251038,204.0911324749204,132.17398791966903,True
0430811,EDI MEDALHISTA OLIMPICO WILLIAM PEIXOTO ARJONA,97.87792683058206,83.16622962583541,154.7656121685993,57.39748739508682,148.53522157531117,430811,387,continuante,Pública,EDI,4.0,4.5,Maré,-22.869949,-43.234122,142.0,109.0,300.0396543410742,389.7956764385866,268.77061402977426,True
04010,CP CRECHE COMUNITARIA SAGRADO CORACAO DE MARIA,97.83352589009834,95.53205561829769,37.014091075517534,57.04871316550415,148.86418536286675,4010,114,continuante,Parceira,Creche Parceira,4.0,4.4,BONSUCESSO,-22.85783,-43.24325,123.0,8.0,89.3119833908732,106.6422133652737,86.00725566889906,True
10006,CP CRECHE ESCOLA COMUNITARIA ISMENIA RIBEIRO,97.6005089679754,103.04878296718728,37.77499784380071,58.169904845771526,146.91633167336312,10006,84,continuante,Parceira,Creche Parceira,10.0,10.11,SANTA CRUZ,-22.93625,-43.69207,111.0,3.0,87.79955681618333,104.80355451414827,84.55008992024112,True
0410801,EDI DOUTOR DOMINGOS ARTHUR MACHADO FILHO,97.5470109575815,82.07848082870699,196.69520122607943,55.75290023987769,149.8181493937982,410801,452,continuante,Pública,EDI,4.0,4.2,Manguinhos,-22.884679,-43.248251,108.0,69.0,323.6982622943542,425.64952403553207,289.96309140040194,True
04047,CP CRECHE VALE DO SOL III,97.28457269304289,97.2568728120499,70.64716577081595,55.60625756258429,149.36785381606865,4047,305,continuante,Parceira,Creche Parceira,4.0,4.15,OLARIA,-22.84292307,-43.26179249,276.0,2.0,271.0149747584784,326.36194607476,261.0718822397647,True
0625818,EDI MARIA EUGENIA CANELHAS,96.81600708917729,78.22739972029397,152.71592507529272,56.590650125941934,147.15498386504188,625818,230,continuante,Pública,EDI,6.0,6.8,Pavuna,-22.816734,-43.372226,98.0,23.0,212.30639842560188,243.62229777411667,190.1825135830816,True
04005,CP CASA DE JOEL,96.31686538691709,95.15168688150717,47.99919121468641,54.680780225378356,148.56673369178654,4005,193,continuante,Parceira,Creche Parceira,4.0,4.21,CORDOVIL,-22.8298666,-43.30749742,240.0,1.0,168.22328565844737,202.2524736237949,162.0355143121039,True
0103807,EDI MARIA LUIZA NOBRE - TIA LUIZINHA,96.00771133531745,87.30216116111855,108.27779877943088,53.23136814788185,149.4931187702803,103807,232,continuante,Pública,EDI,1.0,1.8,Catumbi,-22.921988,-43.196215,156.0,3.0,222.36676950948151,275.79882766881127,199.19420991902825,True
0817616,CM PROFESSORA MARIA ASSUMPCAO,95.95843168347638,76.10550831890282,43.263840779981834,57.10163953662955,144.62273330780368,817616,47,continuante,Pública,Creche,8.0,8.19,Bangu,-22.864759,-43.468277,61.0,0.0,87.24477141612127,79.06233059839256,78.15707623037427,True
0622601,CM JOSE GOULART,95.77762646498637,83.45499831516442,123.15180211451548,55.77325781608016,145.96215725949665,622601,216,continuante,Pública,Creche,6.0,6.13,Anchieta,-22.827194,-43.394719,91.0,4.0,281.50222613777504,269.3635216898724,252.16549383217688,True
02028,CP OBRAS SOCIAIS PADRE ALEIXO,94.8088789695021,71.33846602255466,20.758467308647152,49.68498394260975,151.24464579153874,2028,155,continuante,Parceira,Creche Parceira,2.0,2.1,FLAMENGO,-22.93738397,-43.17922769,85.0,0.0,137.06744711720418,164.55996717572407,132.01793080768687,True
0515604,CM GERCINDA ROSA FONSECA,94.3510633269079,74.54940738044185,146.68234314866325,53.40212301927356,145.87647687411416,515604,222,continuante,Pública,Creche,5.0,5.16,Cascadura,-22.88969,-43.332498,142.0,0.0,295.8024428495963,278.5568159454994,264.97508180834984,True
07003,CP CRECHE ESCOLA MAE ASTERIA,94.24195675959578,74.83314413518191,205.46063237439955,54.268824430423436,144.31323777012736,7003,658,continuante,Parceira,Creche Parceira,7.0,7.8,TAQUARA / JACAREPAGUÁ,-22.91192,-43.4059,315.0,223.0,550.3025403633594,662.8365158307098,530.1563327197813,True
0107607,CM NACAO MANGUEIRENSE,93.74223620057556,78.12815294268592,116.00083469619457,52.9591875614314,144.84549072151776,107607,175,continuante,Pública,Creche,1.0,1.3,Mangueira,-22.905354,-43.239478,143.0,0.0,199.4228582999906,210.52643845385927,178.64193015211418,True
09034,CP CRECHE COMUNITARIA ARTE DA CRIANCA,93.16351632276866,72.45648795722019,24.119365910785127,55.49610448129651,140.28954715591516,9034,111,continuante,Parceira,Creche Parceira,9.0,9.18,CAMPO GRANDE,-22.90765,-43.54105,89.0,0.0,137.06744711720418,164.55996717572407,132.01793080768687,True
08004,CP CRECHE COMUNITARIA NINO,92.4371963738421,53.47738023247807,97.50187481503214,50.90232891837609,145.4776544712194,8004,449,continuante,Parceira,Creche Parceira,8.0,8.8,VILA KENNEDY,-22.85888,-43.48897,97.0,106.0,384.6497387441877,463.342030483603,370.555252705184,True
02037,CP CRECHE COMUNITARIA CANTINHO DA NATUREZA,92.41983401382926,87.66691973968499,22.339761994133685,52.36050599111167,142.66669657859515,2037,176,continuante,Parceira,Creche Parceira,2.0,2.3,COPACABANA,-22.96304873,-43.19386787,142.0,2.0,166.702542365136,200.41381477266955,160.57032971937073,True
10039,CP FUNDACAO KLINGNER PARA O DESENVOLVIMENTO SOCIAL,92.16461350046727,97.39892940923863,105.28288145250993,54.8811384476733,138.79351343163344,10039,243,continuante,Parceira,Creche Parceira,10.0,10.11,SANTA CRUZ,-22.94542,-43.68158,349.0,0.0,214.64058477011005,258.3315685831199,206.757023976548,True
0227801,EDI PROFESSORA EDIR CASEIRO RIBEIRO,91.76953084404337,120.62325515968774,243.62729168233165,52.545592154107226,140.75493505513074,227801,347,continuante,Pública,EDI,2.0,2.8,Rocinha,-22.988,-43.24644,142.0,38.0,286.4454439648338,372.32841735289526,256.5934395731904,True
04044,CP CRECHE HOUSE BABY - BONSUCESSO,91.67547552371178,98.66567995860476,36.56168235690376,52.68520770414483,140.5443955724198,4044,186,continuante,Parceira,Creche Parceira,4.0,4.12,BONSUCESSO,-22.85933168,-43.25650048,217.0,2.0,183.4351300707877,220.63906213504904,176.69161269541593,True
05005,CP CRECHE APOSTOLO SAO PEDRO,91.42726434936634,85.46113493106867,37.21466934599605,49.98567801332232,143.12109187743746,5005,147,continuante,Parceira,Creche Parceira,5.0,5.12,CAVALCANTI,-22.87248531,-43.31333538,97.0,0.0,148.46081472890907,178.34990855916462,142.9950474918864,True
05008,CP ASSOCIACAO HOUSE BABY - VILA KOSMOS,90.75319196353469,76.03785541362402,49.82755123648825,50.44078068741504,141.47117006704343,5008,223,continuante,Parceira,Creche Parceira,5.0,5.1,VILA COSMOS,-22.85633262,-43.30689816,148.0,15.0,199.4152295048197,239.94498007186584,192.08790236348656,True
0817810,EDI VILA DO VINTEM,90.09049464101624,87.76262386631538,56.671731260173246,51.7320706948548,138.13578345289758,817810,143,continuante,Pública,EDI,8.0,8.16,Padre Miguel,-22.87125,-43.449299,158.0,0.0,174.8940782820476,189.38186166591709,156.66998517398812,True
